id,character,koreanReading,meaning,strokeCount,radical,fiveElement,allowedForName,isAdditionalNameHanja,isBasicEducationHanja,isVariant,variantOf,isCommonSurname,genderPreference,source,sourceVersion,sourceNote
101691,怛,달,근심할(달),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101692,撻,달,매질할(달),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101693,橽,달,달,16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101694,澾,달,미끄러울(달),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101695,炟,달,사람이름(달) 불꽃(달),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101696,獺,달,수달(달),19,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101697,疸,달,달병(달),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101698,羍,달,새끼양(달) 아름다울(달),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101699,達,달,통할(달) 이를(달),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101700,闥,달,뜰(달) 문(달) 빠를(달),20,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101701,靼,달,달,14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101702,韃,달,칠(달) 오랑캐이름(달),21,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101703,倓,담,의심하지않을(담),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101704,儋,담,멜(담) 두섬(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101705,啖,담,먹을(담) 삼킬(담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101706,啗,담,먹을(담) 마 (담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101707,啿,담,수두룩할(담) 많을(담),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101708,嘾,담,꿀꺽삼킬(담) 탈함(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101709,噉,담,먹을(담) 마실(담),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101710,坍,담,무너질(담),7,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101711,埮,담,평평한 땅(담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101712,墰,담,목긴술병(담) 땅이름(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101713,壜,담,술병(담),19,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101714,惔,담,속탈(담) 근심할(담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101715,憺,담,편안할(담) 고요할(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101716,擔,담,멜(담) 짐(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101717,曇,담,구름낄(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101718,毯,담,담요(담),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101719,淡,담,싱거울(담) 엷을(담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101720,湛,담,맑을(담),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101721,潭,담,깊을(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101722,澹,담,조용할(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101723,炎,담,"담,염: 탈(담/염) 더울(담/염)",8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101724,痰,담,가래(담),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101725,禫,담,담제(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101726,緂,담,유록빛(담) 옷빛깔환할(담) 길쌈(담),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101727,罎,담,술단지(담),22,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101728,聃,담,귀바퀴없을(담),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101729,膽,담,쓸개(담),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101730,蕁,담,쐐기풀(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101731,薝,담,치자꽃(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101732,覃,담,깊을(담),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101733,談,담,이야기(담),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101734,譚,담,편안할(담) 이야기(담),19,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101735,郯,담,나라이름(담),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101736,錟,담,긴장(담),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101737,黮,담,검을(담),21,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101738,黵,담,자자(담),25,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101739,򠄹,담,담,,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101740,㿩,당,당,25,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101741,䣊,당,당,11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101742,倘,당,혹시(당),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101743,儻,당,갑자기(당),22,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101744,唐,당,황당할(당) 당나라(당),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101745,堂,당,집(당) 당당할(당),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101746,塘,당,둑(당) 못(당),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101747,幢,당,기(당) 굄목(당),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101748,戇,당,어리석을(당),28,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101749,搪,당,막을(당) 부딪칠(당),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101750,撞,당,칠(당) 부딪칠(당),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101751,棠,당,팥배나무(당) 산앵도(당),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101752,檔,당,책상(당),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101753,溏,당,못(당),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101754,爣,당,밝을(당) 환할(당),24,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101755,瑭,당,옥(당),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101756,璫,당,귀엣고리(당),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101757,當,당,맡을(당) 마땅할(당) 당할(당),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101758,瞠,당,똑바로볼(당),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101759,礑,당,밑(당),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101760,糖,당,"당,탕 : 엿(당) 사탕(당/탕)",16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101761,螳,당,사마귀(당),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101762,蟷,당,사마귀(당),19,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101763,襠,당,잠방이(당),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101764,讜,당,곧은말(당),27,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101765,鏜,당,종고소리(당),19,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101766,鐺,당,쇠사슬(당) 종고소리(당),21,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101767,餳,당,엿(당),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101768,餹,당,엿(당),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101769,黨,당,무리(당) 일가(당),20,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101770,㬃,대,대,13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101771,㬣,대,대,18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101772,䚟,대,대,15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101773,代,대,대신할(대),5,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101774,儓,대,하인(대),16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101775,坮,대,대(대)( 한국한자),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101776,垈,대,집터(대)(한국한자),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101777,大,대,큰(대),3,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101778,對,대,마주볼(대) 대답할(대),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101779,岱,대,태산(대),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101780,帶,대,띠(대) 데(대),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101781,待,대,기다릴(대) 대접할(대),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101782,懟,대,원망할(대),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101783,戴,대,일(대) 받들(대),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101784,抬,대,대,8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101785,擡,대,들(대),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101786,旲,대,"대,영 : 해클(대)",7,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101787,杸,대,"대,수 : 팔모진창(수) 칠(수)",8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101788,柋,대,누에시렁(대),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101789,檯,대,상(대),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101790,汏,대,씻을(대),6,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101791,玳,대,대모(대),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101792,碓,대,방아(대),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101793,臺,대,대(대),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101794,袋,대,자루(대),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101795,貸,대,빌릴(대) 용서할(대),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101796,鐓,대,창고달(대),20,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
